"ZIP CODE","STATE","CITY","SERVICE DAY STANDARD","TERMINAL","SCAC Code","RELATED SURCHARGES","FLAT AMT","RATE","MIN AMT","SUN","MON","TUE","WED","THU","FRI","SAT"
"33066","FL","POMPANO BEACH",00,"MEMP","SEFL","",0,0,0,"","","","","","",""
"33067","FL","POMPANO BEACH",00,"MEMP","SEFL","",0,0,0,"","","","","","",""
"33068","FL","POMPANO BEACH",00,"MEMP","SEFL","",0,0,0,"","","","","","",""
"33069","FL","POMPANO BEACH",00,"MEMP","SEFL","",0,0,0,"","","","","","",""
"33071","FL","POMPANO BEACH",00,"MEMP","SEFL","",0,0,0,"","","","","","",""
"33072","FL","POMPANO BEACH",00,"MEMP","SEFL","",0,0,0,"","","","","","",""
"33073","FL","POMPANO BEACH",00,"MEMP","SEFL","",0,0,0,"","","","","","",""
"33074","FL","POMPANO BEACH",00,"MEMP","SEFL","",0,0,0,"","","","","","",""
"33076","FL","POMPANO BEACH",00,"MEMP","SEFL","",0,0,0,"","","","","","",""
"33077","FL","POMPANO BEACH",00,"MEMP","SEFL","",0,0,0,"","","","","","",""
"32455","FL","PONCE DE LEON",00,"MEMP","SEFL","",0,0,0,"","","","","","",""
"32004","FL","PONTE VEDRA",00,"MEMP","SEFL","",0,0,0,"","","","","","",""
"32081","FL","PONTE VEDRA",00,"MEMP","SEFL","",0,0,0,"","","","","","",""
"32082","FL","PONTE VEDRA",00,"MEMP","SEFL","",0,0,0,"","","","","","",""
"33948","FL","PORT CHARLOTTE",00,"MEMP","SEFL","",0,0,0,"","","","","","",""
"33949","FL","PORT CHARLOTTE",00,"MEMP","SEFL","",0,0,0,"","","","","","",""
"33952","FL","PORT CHARLOTTE",00,"MEMP","SEFL","",0,0,0,"","","","","","",""
"33953","FL","PORT CHARLOTTE",00,"MEMP","SEFL","",0,0,0,"","","","","","",""
"33954","FL","PORT CHARLOTTE",00,"MEMP","SEFL","",0,0,0,"","","","","","",""
"33981","FL","PORT CHARLOTTE",00,"MEMP","SEFL","",0,0,0,"","","","","","",""
"32123","FL","PORT ORANGE",00,"MEMP","SEFL","",0,0,0,"","","","","","",""
"32127","FL","PORT ORANGE",00,"MEMP","SEFL","",0,0,0,"","","","","","",""
"32128","FL","PORT ORANGE",00,"MEMP","SEFL","",0,0,0,"","","","","","",""
"32129","FL","PORT ORANGE",00,"MEMP","SEFL","",0,0,0,"","","","","","",""
"34668","FL","PORT RICHEY",00,"MEMP","SEFL","",0,0,0,"","","","","","",""
"34673","FL","PORT RICHEY",00,"MEMP","SEFL","",0,0,0,"","","","","","",""
"32453","FL","PORT SAINT JOE",00,"MEMP","SEFL","",0,0,0,"","","","","","",""
"32456","FL","PORT SAINT JOE",00,"MEMP","SEFL","",0,0,0,"","","","","","",""
"32457","FL","PORT SAINT JOE",00,"MEMP","SEFL","",0,0,0,"","","","","","",""
"34952","FL","PORT SAINT LUCIE",00,"MEMP","SEFL","",0,0,0,"","","","","","",""
"34953","FL","PORT SAINT LUCIE",00,"MEMP","SEFL","",0,0,0,"","","","","","",""
"34983","FL","PORT SAINT LUCIE",00,"MEMP","SEFL","",0,0,0,"","","","","","",""
"34984","FL","PORT SAINT LUCIE",00,"MEMP","SEFL","",0,0,0,"","","","","","",""
"34985","FL","PORT SAINT LUCIE",00,"MEMP","SEFL","",0,0,0,"","","","","","",""
"34986","FL","PORT SAINT LUCIE",00,"MEMP","SEFL","",0,0,0,"","","","","","",""
"34987","FL","PORT SAINT LUCIE",00,"MEMP","SEFL","",0,0,0,"","","","","","",""
"34988","FL","PORT SAINT LUCIE",00,"MEMP","SEFL","",0,0,0,"","","","","","",""
"34992","FL","PORT SALERNO",00,"MEMP","SEFL","",0,0,0,"","","","","","",""
"33950","FL","PUNTA GORDA",00,"MEMP","SEFL","",0,0,0,"","","","","","",""
"33951","FL","PUNTA GORDA",00,"MEMP","SEFL","",0,0,0,"","","","","","",""
"33955","FL","PUNTA GORDA",00,"MEMP","SEFL","",0,0,0,"","","","","","",""
"33980","FL","PUNTA GORDA",00,"MEMP","SEFL","",0,0,0,"","","","","","",""
"33982","FL","PUNTA GORDA",00,"MEMP","SEFL","",0,0,0,"","","","","","",""
"33983","FL","PUNTA GORDA",00,"MEMP","SEFL","",0,0,0,"","","","","","",""
"32185","FL","PUTNAM HALL",00,"MEMP","SEFL","",0,0,0,"","","","","","",""
"32685","FL","PUTNAM HALL",00,"MEMP","SEFL","",0,0,0,"","","","","","",""
"32351","FL","QUINCY",00,"MEMP","SEFL","",0,0,0,"","","","","","",""
"32352","FL","QUINCY",00,"MEMP","SEFL","",0,0,0,"","","","","","",""
"32353","FL","QUINCY",00,"MEMP","SEFL","",0,0,0,"","","","","","",""
"32026","FL","RAIFORD",00,"MEMP","SEFL","",0,0,0,"","","","","","",""
"32083","FL","RAIFORD",00,"MEMP","SEFL","",0,0,0,"","","","","","",""
"32686","FL","REDDICK",00,"MEMP","SEFL","",0,0,0,"","","","","","",""
"33867","FL","RIVER RANCH",00,"MEMP","SEFL","",0,0,0,"","","","","","",""
"33568","FL","RIVERVIEW",00,"MEMP","SEFL","",0,0,0,"","","","","","",""
"33569","FL","RIVERVIEW",00,"MEMP","SEFL","",0,0,0,"","","","","","",""
"33578","FL","RIVERVIEW",00,"MEMP","SEFL","",0,0,0,"","","","","","",""
"33579","FL","RIVERVIEW",00,"MEMP","SEFL","",0,0,0,"","","","","","",""
"32955","FL","ROCKLEDGE",00,"MEMP","SEFL","",0,0,0,"","","","","","",""
"32956","FL","ROCKLEDGE",00,"MEMP","SEFL","",0,0,0,"","","","","","",""
"32957","FL","ROSELAND",00,"MEMP","SEFL","",0,0,0,"","","","","","",""
"32461","FL","ROSEMARY BEACH",00,"MEMP","SEFL","",0,0,0,"","","","","","",""
"33947","FL","ROTONDA WEST",00,"MEMP","SEFL","",0,0,0,"","","","","","",""
"33421","FL","ROYAL PALM BEACH",00,"MEMP","SEFL","",0,0,0,"","","","","","",""
"33570","FL","RUSKIN",00,"MEMP","SEFL","",0,0,0,"","","","","","",""
"33575","FL","RUSKIN",00,"MEMP","SEFL","",0,0,0,"","","","","","",""
"34695","FL","SAFETY HARBOR",00,"MEMP","SEFL","",0,0,0,"","","","","","",""
"32080","FL","SAINT AUGUSTINE",00,"MEMP","SEFL","",0,0,0,"","","","","","",""
"32084","FL","SAINT AUGUSTINE",00,"MEMP","SEFL","",0,0,0,"","","","","","",""
"32085","FL","SAINT AUGUSTINE",00,"MEMP","SEFL","",0,0,0,"","","","","","",""
"32086","FL","SAINT AUGUSTINE",00,"MEMP","SEFL","",0,0,0,"","","","","","",""
"32092","FL","SAINT AUGUSTINE",00,"MEMP","SEFL","",0,0,0,"","","","","","",""
"32095","FL","SAINT AUGUSTINE",00,"MEMP","SEFL","",0,0,0,"","","","","","",""
"32769","FL","SAINT CLOUD",00,"MEMP","SEFL","",0,0,0,"","","","","","",""
"32770","FL","SAINT CLOUD",00,"MEMP","SEFL","",0,0,0,"","","","","","",""
"34769","FL","SAINT CLOUD",00,"MEMP","SEFL","",0,0,0,"","","","","","",""
"34770","FL","SAINT CLOUD",00,"MEMP","SEFL","",0,0,0,"","","","","","",""
"34771","FL","SAINT CLOUD",00,"MEMP","SEFL","",0,0,0,"","","","","","",""
"34772","FL","SAINT CLOUD",00,"MEMP","SEFL","",0,0,0,"","","","","","",""
"34773","FL","SAINT CLOUD",00,"MEMP","SEFL","",0,0,0,"","","","","","",""
"33956","FL","SAINT JAMES CITY",00,"MEMP","SEFL","",0,0,0,"","","","","","",""
"32259","FL","SAINT JOHNS",00,"MEMP","SEFL","",0,0,0,"","","","","","",""
"33574","FL","SAINT LEO",00,"MEMP","SEFL","",0,0,0,"","","","","","",""
"32355","FL","SAINT MARKS",00,"MEMP","SEFL","",0,0,0,"","","","","","",""
"33700","FL","SAINT PETERSBURG",00,"MEMP","SEFL","",0,0,0,"","","","","","",""
"33701","FL","SAINT PETERSBURG",00,"MEMP","SEFL","",0,0,0,"","","","","","",""
"33702","FL","SAINT PETERSBURG",00,"MEMP","SEFL","",0,0,0,"","","","","","",""
"33703","FL","SAINT PETERSBURG",00,"MEMP","SEFL","",0,0,0,"","","","","","",""
"33704","FL","SAINT PETERSBURG",00,"MEMP","SEFL","",0,0,0,"","","","","","",""
"33705","FL","SAINT PETERSBURG",00,"MEMP","SEFL","",0,0,0,"","","","","","",""
"33706","FL","SAINT PETERSBURG",00,"MEMP","SEFL","",0,0,0,"","","","","","",""
"33707","FL","SAINT PETERSBURG",00,"MEMP","SEFL","",0,0,0,"","","","","","",""
"33708","FL","SAINT PETERSBURG",00,"MEMP","SEFL","",0,0,0,"","","","","","",""
"33709","FL","SAINT PETERSBURG",00,"MEMP","SEFL","",0,0,0,"","","","","","",""
"33710","FL","SAINT PETERSBURG",00,"MEMP","SEFL","",0,0,0,"","","","","","",""
"33711","FL","SAINT PETERSBURG",00,"MEMP","SEFL","",0,0,0,"","","","","","",""
"33712","FL","SAINT PETERSBURG",00,"MEMP","SEFL","",0,0,0,"","","","","","",""
"33713","FL","SAINT PETERSBURG",00,"MEMP","SEFL","",0,0,0,"","","","","","",""
"33714","FL","SAINT PETERSBURG",00,"MEMP","SEFL","",0,0,0,"","","","","","",""
"33715","FL","SAINT PETERSBURG",00,"MEMP","SEFL","",0,0,0,"","","","","","",""
"33716","FL","SAINT PETERSBURG",00,"MEMP","SEFL","",0,0,0,"","","","","","",""
"33728","FL","SAINT PETERSBURG",00,"MEMP","SEFL","",0,0,0,"","","","","","",""
"33729","FL","SAINT PETERSBURG",00,"MEMP","SEFL","",0,0,0,"","","","","","",""
"33730","FL","SAINT PETERSBURG",00,"MEMP","SEFL","",0,0,0,"","","","","","",""
"33731","FL","SAINT PETERSBURG",00,"MEMP","SEFL","",0,0,0,"","","","","","",""
"33732","FL","SAINT PETERSBURG",00,"MEMP","SEFL","",0,0,0,"","","","","","",""
"33733","FL","SAINT PETERSBURG",00,"MEMP","SEFL","",0,0,0,"","","","","","",""
"33734","FL","SAINT PETERSBURG",00,"MEMP","SEFL","",0,0,0,"","","","","","",""
"33736","FL","SAINT PETERSBURG",00,"MEMP","SEFL","",0,0,0,"","","","","","",""
"33737","FL","SAINT PETERSBURG",00,"MEMP","SEFL","",0,0,0,"","","","","","",""
"33738","FL","SAINT PETERSBURG",00,"MEMP","SEFL","",0,0,0,"","","","","","",""
"33739","FL","SAINT PETERSBURG",00,"MEMP","SEFL","",0,0,0,"","","","","","",""
"33740","FL","SAINT PETERSBURG",00,"MEMP","SEFL","",0,0,0,"","","","","","",""
"33741","FL","SAINT PETERSBURG",00,"MEMP","SEFL","",0,0,0,"","","","","","",""
"33742","FL","SAINT PETERSBURG",00,"MEMP","SEFL","",0,0,0,"","","","","","",""
"33743","FL","SAINT PETERSBURG",00,"MEMP","SEFL","",0,0,0,"","","","","","",""
"33747","FL","SAINT PETERSBURG",00,"MEMP","SEFL","",0,0,0,"","","","","","",""
"33784","FL","SAINT PETERSBURG",00,"MEMP","SEFL","",0,0,0,"","","","","","",""
"32356","FL","SALEM",00,"MEMP","SEFL","",0,0,0,"","","","","","",""
"33576","FL","SAN ANTONIO",00,"MEMP","SEFL","",0,0,0,"","","","","","",""
"32088","FL","SAN MATEO",00,"MEMP","SEFL","",0,0,0,"","","","","","",""
"32187","FL","SAN MATEO",00,"MEMP","SEFL","",0,0,0,"","","","","","",""
"32087","FL","SANDERSON",00,"MEMP","SEFL","",0,0,0,"","","","","","",""
"32771","FL","SANFORD",00,"MEMP","SEFL","",0,0,0,"","","","","","",""
"32772","FL","SANFORD",00,"MEMP","SEFL","",0,0,0,"","","","","","",""
"32773","FL","SANFORD",00,"MEMP","SEFL","",0,0,0,"","","","","","",""
"33957","FL","SANIBEL",00,"MEMP","SEFL","",0,0,0,"","","","","","",""
"32459","FL","SANTA ROSA BEACH",00,"MEMP","SEFL","",0,0,0,"","","","","","",""
"34230","FL","SARASOTA",00,"MEMP","SEFL","",0,0,0,"","","","","","",""
"34231","FL","SARASOTA",00,"MEMP","SEFL","",0,0,0,"","","","","","",""
"34232","FL","SARASOTA",00,"MEMP","SEFL","",0,0,0,"","","","","","",""
"34233","FL","SARASOTA",00,"MEMP","SEFL","",0,0,0,"","","","","","",""
"34234","FL","SARASOTA",00,"MEMP","SEFL","",0,0,0,"","","","","","",""
"34235","FL","SARASOTA",00,"MEMP","SEFL","",0,0,0,"","","","","","",""
"34236","FL","SARASOTA",00,"MEMP","SEFL","",0,0,0,"","","","","","",""
"34237","FL","SARASOTA",00,"MEMP","SEFL","",0,0,0,"","","","","","",""
"34238","FL","SARASOTA",00,"MEMP","SEFL","",0,0,0,"","","","","","",""
"34239","FL","SARASOTA",00,"MEMP","SEFL","",0,0,0,"","","","","","",""
"34240","FL","SARASOTA",00,"MEMP","SEFL","",0,0,0,"","","","","","",""
"34241","FL","SARASOTA",00,"MEMP","SEFL","",0,0,0,"","","","","","",""
"34242","FL","SARASOTA",00,"MEMP","SEFL","",0,0,0,"","","","","","",""
"34243","FL","SARASOTA",00,"MEMP","SEFL","",0,0,0,"","","","","","",""
"34249","FL","SARASOTA",00,"MEMP","SEFL","",0,0,0,"","","","","","",""
"34260","FL","SARASOTA",00,"MEMP","SEFL","",0,0,0,"","","","","","",""
"34276","FL","SARASOTA",00,"MEMP","SEFL","",0,0,0,"","","","","","",""
"34277","FL","SARASOTA",00,"MEMP","SEFL","",0,0,0,"","","","","","",""
"34278","FL","SARASOTA",00,"MEMP","SEFL","",0,0,0,"","","","","","",""
"32937","FL","SATELLITE BEACH",00,"MEMP","SEFL","",0,0,0,"","","","","","",""
"32089","FL","SATSUMA",00,"MEMP","SEFL","",0,0,0,"","","","","","",""
"32189","FL","SATSUMA",00,"MEMP","SEFL","",0,0,0,"","","","","","",""
"32775","FL","SCOTTSMOOR",00,"MEMP","SEFL","",0,0,0,"","","","","","",""
"32958","FL","SEBASTIAN",00,"MEMP","SEFL","",0,0,0,"","","","","","",""
"32976","FL","SEBASTIAN",00,"MEMP","SEFL","",0,0,0,"","","","","","",""
"32978","FL","SEBASTIAN",00,"MEMP","SEFL","",0,0,0,"","","","","","",""
"33870","FL","SEBRING",00,"MEMP","SEFL","",0,0,0,"","","","","","",""
"33871","FL","SEBRING",00,"MEMP","SEFL","",0,0,0,"","","","","","",""
"33872","FL","SEBRING",00,"MEMP","SEFL","",0,0,0,"","","","","","",""
"33875","FL","SEBRING",00,"MEMP","SEFL","",0,0,0,"","","","","","",""
"33876","FL","SEBRING",00,"MEMP","SEFL","",0,0,0,"","","","","","",""
"33583","FL","SEFFNER",00,"MEMP","SEFL","",0,0,0,"","","","","","",""
"33584","FL","SEFFNER",00,"MEMP","SEFL","",0,0,0,"","","","","","",""
"33772","FL","SEMINOLE",00,"MEMP","SEFL","",0,0,0,"","","","","","",""
"33775","FL","SEMINOLE",00,"MEMP","SEFL","",0,0,0,"","","","","","",""
"33776","FL","SEMINOLE",00,"MEMP","SEFL","",0,0,0,"","","","","","",""
"33777","FL","SEMINOLE",00,"MEMP","SEFL","",0,0,0,"","","","","","",""
"32090","FL","SEVILLE",00,"MEMP","SEFL","",0,0,0,"","","","","","",""
"32190","FL","SEVILLE",00,"MEMP","SEFL","",0,0,0,"","","","","","",""
"32357","FL","SHADY GROVE",00,"MEMP","SEFL","",0,0,0,"","","","","","",""
"32579","FL","SHALIMAR",00,"MEMP","SEFL","",0,0,0,"","","","","","",""
"32959","FL","SHARPES",00,"MEMP","SEFL","",0,0,0,"","","","","","",""
"32688","FL","SILVER SPRINGS",00,"MEMP","SEFL","",0,0,0,"","","","","","",""
"34488","FL","SILVER SPRINGS",00,"MEMP","SEFL","",0,0,0,"","","","","","",""
"34489","FL","SILVER SPRINGS",00,"MEMP","SEFL","",0,0,0,"","","","","","",""
"32460","FL","SNEADS",00,"MEMP","SEFL","",0,0,0,"","","","","","",""
"32358","FL","SOPCHOPPY",00,"MEMP","SEFL","",0,0,0,"","","","","","",""
"32776","FL","SORRENTO",00,"MEMP","SEFL","",0,0,0,"","","","","","",""
"33493","FL","SOUTH BAY",00,"MEMP","SEFL","",0,0,0,"","","","","","",""
"32192","FL","SPARR",00,"MEMP","SEFL","",0,0,0,"","","","","","",""
"32690","FL","SPARR",00,"MEMP","SEFL","",0,0,0,"","","","","","",""
"34606","FL","SPRING HILL",00,"MEMP","SEFL","",0,0,0,"","","","","","",""
"34607","FL","SPRING HILL",00,"MEMP","SEFL","",0,0,0,"","","","","","",""
"34608","FL","SPRING HILL",00,"MEMP","SEFL","",0,0,0,"","","","","","",""
"34609","FL","SPRING HILL",00,"MEMP","SEFL","",0,0,0,"","","","","","",""
"34610","FL","SPRING HILL",00,"MEMP","SEFL","",0,0,0,"","","","","","",""
"34611","FL","SPRING HILL",00,"MEMP","SEFL","",0,0,0,"","","","","","",""
"32091","FL","STARKE",00,"MEMP","SEFL","",0,0,0,"","","","","","",""
"32359","FL","STEINHATCHEE",00,"MEMP","SEFL","",0,0,0,"","","","","","",""
"34994","FL","STUART",00,"MEMP","SEFL","",0,0,0,"","","","","","",""
"34995","FL","STUART",00,"MEMP","SEFL","",0,0,0,"","","","","","",""
"34996","FL","STUART",00,"MEMP","SEFL","",0,0,0,"","","","","","",""
"34997","FL","STUART",00,"MEMP","SEFL","",0,0,0,"","","","","","",""
"33044","FL","SUGARLOAF SHORES",00,"MEMP","SEFL","",0,0,0,"","","","","","",""
"32335","FL","SUMATRA",00,"MEMP","SEFL","",0,0,0,"","","","","","",""
"32691","FL","SUMMERFIELD",00,"MEMP","SEFL","",0,0,0,"","","","","","",""
"34491","FL","SUMMERFIELD",00,"MEMP","SEFL","",0,0,0,"","","","","","",""
"34492","FL","SUMMERFIELD",00,"MEMP","SEFL","",0,0,0,"","","","","","",""
"33042","FL","SUMMERLAND KEY",00,"MEMP","SEFL","",0,0,0,"","","","","","",""
"33585","FL","SUMTERVILLE",00,"MEMP","SEFL","",0,0,0,"","","","","","",""
"33586","FL","SUN CITY",00,"MEMP","SEFL","",0,0,0,"","","","","","",""
"33571","FL","SUN CITY CENTER",00,"MEMP","SEFL","",0,0,0,"","","","","","",""
"33573","FL","SUN CITY CENTER",00,"MEMP","SEFL","",0,0,0,"","","","","","",""
"32692","FL","SUWANNEE",00,"MEMP","SEFL","",0,0,0,"","","","","","",""
"33587","FL","SYDNEY",00,"MEMP","SEFL","",0,0,0,"","","","","","",""
"32301","FL","TALLAHASSEE",00,"MEMP","SEFL","",0,0,0,"","","","","","",""
"32302","FL","TALLAHASSEE",00,"MEMP","SEFL","",0,0,0,"","","","","","",""
"32303","FL","TALLAHASSEE",00,"MEMP","SEFL","",0,0,0,"","","","","","",""
"32304","FL","TALLAHASSEE",00,"MEMP","SEFL","",0,0,0,"","","","","","",""
"32305","FL","TALLAHASSEE",00,"MEMP","SEFL","",0,0,0,"","","","","","",""
"32306","FL","TALLAHASSEE",00,"MEMP","SEFL","",0,0,0,"","","","","","",""
"32307","FL","TALLAHASSEE",00,"MEMP","SEFL","",0,0,0,"","","","","","",""
"32308","FL","TALLAHASSEE",00,"MEMP","SEFL","",0,0,0,"","","","","","",""
"32309","FL","TALLAHASSEE",00,"MEMP","SEFL","",0,0,0,"","","","","","",""
"32310","FL","TALLAHASSEE",00,"MEMP","SEFL","",0,0,0,"","","","","","",""
"32311","FL","TALLAHASSEE",00,"MEMP","SEFL","",0,0,0,"","","","","","",""
"32312","FL","TALLAHASSEE",00,"MEMP","SEFL","",0,0,0,"","","","","","",""
"32313","FL","TALLAHASSEE",00,"MEMP","SEFL","",0,0,0,"","","","","","",""
"32314","FL","TALLAHASSEE",00,"MEMP","SEFL","",0,0,0,"","","","","","",""
"32315","FL","TALLAHASSEE",00,"MEMP","SEFL","",0,0,0,"","","","","","",""
"32316","FL","TALLAHASSEE",00,"MEMP","SEFL","",0,0,0,"","","","","","",""
"32317","FL","TALLAHASSEE",00,"MEMP","SEFL","",0,0,0,"","","","","","",""
"32318","FL","TALLAHASSEE",00,"MEMP","SEFL","",0,0,0,"","","","","","",""
"32395","FL","TALLAHASSEE",00,"MEMP","SEFL","",0,0,0,"","","","","","",""
"32399","FL","TALLAHASSEE",00,"MEMP","SEFL","",0,0,0,"","","","","","",""
"34270","FL","TALLEVAST",00,"MEMP","SEFL","",0,0,0,"","","","","","",""
"33600","FL","TAMPA",00,"MEMP","SEFL","",0,0,0,"","","","","","",""
"33601","FL","TAMPA",00,"MEMP","SEFL","",0,0,0,"","","","","","",""
"33602","FL","TAMPA",00,"MEMP","SEFL","",0,0,0,"","","","","","",""
"33603","FL","TAMPA",00,"MEMP","SEFL","",0,0,0,"","","","","","",""
"33604","FL","TAMPA",00,"MEMP","SEFL","",0,0,0,"","","","","","",""
"33605","FL","TAMPA",00,"MEMP","SEFL","",0,0,0,"","","","","","",""
"33606","FL","TAMPA",00,"MEMP","SEFL","",0,0,0,"","","","","","",""
"33607","FL","TAMPA",00,"MEMP","SEFL","",0,0,0,"","","","","","",""
"33608","FL","TAMPA",00,"MEMP","SEFL","",0,0,0,"","","","","","",""
"33609","FL","TAMPA",00,"MEMP","SEFL","",0,0,0,"","","","","","",""
"33610","FL","TAMPA",00,"MEMP","SEFL","",0,0,0,"","","","","","",""
"33611","FL","TAMPA",00,"MEMP","SEFL","",0,0,0,"","","","","","",""
"33612","FL","TAMPA",00,"MEMP","SEFL","",0,0,0,"","","","","","",""
"33613","FL","TAMPA",00,"MEMP","SEFL","",0,0,0,"","","","","","",""
"33614","FL","TAMPA",00,"MEMP","SEFL","",0,0,0,"","","","","","",""
"33615","FL","TAMPA",00,"MEMP","SEFL","",0,0,0,"","","","","","",""
"33616","FL","TAMPA",00,"MEMP","SEFL","",0,0,0,"","","","","","",""
"33617","FL","TAMPA",00,"MEMP","SEFL","",0,0,0,"","","","","","",""
"33618","FL","TAMPA",00,"MEMP","SEFL","",0,0,0,"","","","","","",""
"33619","FL","TAMPA",00,"MEMP","SEFL","",0,0,0,"","","","","","",""
"33620","FL","TAMPA",00,"MEMP","SEFL","",0,0,0,"","","","","","",""
"33621","FL","TAMPA",00,"MEMP","SEFL","",0,0,0,"","","","","","",""
"33622","FL","TAMPA",00,"MEMP","SEFL","",0,0,0,"","","","","","",""
"33623","FL","TAMPA",00,"MEMP","SEFL","",0,0,0,"","","","","","",""
"33624","FL","TAMPA",00,"MEMP","SEFL","",0,0,0,"","","","","","",""
"33625","FL","TAMPA",00,"MEMP","SEFL","",0,0,0,"","","","","","",""
"33626","FL","TAMPA",00,"MEMP","SEFL","",0,0,0,"","","","","","",""
"33629","FL","TAMPA",00,"MEMP","SEFL","",0,0,0,"","","","","","",""
"33630","FL","TAMPA",00,"MEMP","SEFL","",0,0,0,"","","","","","",""
"33631","FL","TAMPA",00,"MEMP","SEFL","",0,0,0,"","","","","","",""
"33633","FL","TAMPA",00,"MEMP","SEFL","",0,0,0,"","","","","","",""
"33634","FL","TAMPA",00,"MEMP","SEFL","",0,0,0,"","","","","","",""
"33635","FL","TAMPA",00,"MEMP","SEFL","",0,0,0,"","","","","","",""
"33637","FL","TAMPA",00,"MEMP","SEFL","",0,0,0,"","","","","","",""
"33646","FL","TAMPA",00,"MEMP","SEFL","",0,0,0,"","","","","","",""
"33647","FL","TAMPA",00,"MEMP","SEFL","",0,0,0,"","","","","","",""
"33650","FL","TAMPA",00,"MEMP","SEFL","",0,0,0,"","","","","","",""
"33651","FL","TAMPA",00,"MEMP","SEFL","",0,0,0,"","","","","","",""
"33655","FL","TAMPA",00,"MEMP","SEFL","",0,0,0,"","","","","","",""
"33660","FL","TAMPA",00,"MEMP","SEFL","",0,0,0,"","","","","","",""
"33661","FL","TAMPA",00,"MEMP","SEFL","",0,0,0,"","","","","","",""
"33662","FL","TAMPA",00,"MEMP","SEFL","",0,0,0,"","","","","","",""
"33663","FL","TAMPA",00,"MEMP","SEFL","",0,0,0,"","","","","","",""
"33664","FL","TAMPA",00,"MEMP","SEFL","",0,0,0,"","","","","","",""
"33672","FL","TAMPA",00,"MEMP","SEFL","",0,0,0,"","","","","","",""
"33673","FL","TAMPA",00,"MEMP","SEFL","",0,0,0,"","","","","","",""
"33674","FL","TAMPA",00,"MEMP","SEFL","",0,0,0,"","","","","","",""
"33675","FL","TAMPA",00,"MEMP","SEFL","",0,0,0,"","","","","","",""
"33677","FL","TAMPA",00,"MEMP","SEFL","",0,0,0,"","","","","","",""
"33679","FL","TAMPA",00,"MEMP","SEFL","",0,0,0,"","","","","","",""
"33680","FL","TAMPA",00,"MEMP","SEFL","",0,0,0,"","","","","","",""
"33681","FL","TAMPA",00,"MEMP","SEFL","",0,0,0,"","","","","","",""
"33682","FL","TAMPA",00,"MEMP","SEFL","",0,0,0,"","","","","","",""
"33684","FL","TAMPA",00,"MEMP","SEFL","",0,0,0,"","","","","","",""
"33685","FL","TAMPA",00,"MEMP","SEFL","",0,0,0,"","","","","","",""
"33686","FL","TAMPA",00,"MEMP","SEFL","",0,0,0,"","","","","","",""
"33687","FL","TAMPA",00,"MEMP","SEFL","",0,0,0,"","","","","","",""
"33688","FL","TAMPA",00,"MEMP","SEFL","",0,0,0,"","","","","","",""
"33689","FL","TAMPA",00,"MEMP","SEFL","",0,0,0,"","","","","","",""
"33690","FL","TAMPA",00,"MEMP","SEFL","",0,0,0,"","","","","","",""
"33694","FL","TAMPA",00,"MEMP","SEFL","",0,0,0,"","","","","","",""
"33695","FL","TAMPA",00,"MEMP","SEFL","",0,0,0,"","","","","","",""
"33697","FL","TAMPA",00,"MEMP","SEFL","",0,0,0,"","","","","","",""
"32777","FL","TANGERINE",00,"MEMP","SEFL","",0,0,0,"","","","","","",""
"34688","FL","TARPON SPRINGS",00,"MEMP","SEFL","",0,0,0,"","","","","","",""
"34689","FL","TARPON SPRINGS",00,"MEMP","SEFL","",0,0,0,"","","","","","",""
"32778","FL","TAVARES",00,"MEMP","SEFL","",0,0,0,"","","","","","",""
"33070","FL","TAVERNIER",00,"MEMP","SEFL","",0,0,0,"","","","","","",""
"32360","FL","TELOGIA",00,"MEMP","SEFL","",0,0,0,"","","","","","",""
"34250","FL","TERRA CEIA",00,"MEMP","SEFL","",0,0,0,"","","","","","",""
"32162","FL","THE VILLAGES",00,"MEMP","SEFL","",0,0,0,"","","","","","",""
"32163","FL","THE VILLAGES",00,"MEMP","SEFL","",0,0,0,"","","","","","",""
"33592","FL","THONOTOSASSA",00,"MEMP","SEFL","",0,0,0,"","","","","","",""
"32780","FL","TITUSVILLE",00,"MEMP","SEFL","",0,0,0,"","","","","","",""
"32781","FL","TITUSVILLE",00,"MEMP","SEFL","",0,0,0,"","","","","","",""
"32782","FL","TITUSVILLE",00,"MEMP","SEFL","",0,0,0,"","","","","","",""
"32783","FL","TITUSVILLE",00,"MEMP","SEFL","",0,0,0,"","","","","","",""
"32796","FL","TITUSVILLE",00,"MEMP","SEFL","",0,0,0,"","","","","","",""
"32693","FL","TRENTON",00,"MEMP","SEFL","",0,0,0,"","","","","","",""
"33593","FL","TRILBY",00,"MEMP","SEFL","",0,0,0,"","","","","","",""
"32784","FL","UMATILLA",00,"MEMP","SEFL","",0,0,0,"","","","","","",""
"32580","FL","VALPARAISO",00,"MEMP","SEFL","",0,0,0,"","","","","","",""
"33594","FL","VALRICO",00,"MEMP","SEFL","",0,0,0,"","","","","","",""
"33595","FL","VALRICO",00,"MEMP","SEFL","",0,0,0,"","","","","","",""
"33596","FL","VALRICO",00,"MEMP","SEFL","",0,0,0,"","","","","","",""
"34284","FL","VENICE",00,"MEMP","SEFL","",0,0,0,"","","","","","",""
"34285","FL","VENICE",00,"MEMP","SEFL","",0,0,0,"","","","","","",""
"34292","FL","VENICE",00,"MEMP","SEFL","",0,0,0,"","","","","","",""
